"position";"label"
0.117460317;"onset"
0.247619048;"onset"
0.372698413;"beat"
0.646349206;"onset"
0.911111111;"beat"
1.184761905;"onset"
1.445442177;"beat"
1.735238095;"onset"
2.000000000;"beat"
2.287619048;"onset"
