start;end;pitch;voice
344.95;345.04;60;4
345.02;345.04;72;1
345.04;345.52;70;1
345.04;345.52;55;2
345.04;345.52;64;2
345.04;345.52;60;3
345.04;345.15;36;4
345.15;345.27;48;4
345.27;345.39;47;4
345.4;345.52;45;4
345.52;346.66;76;1
345.52;346.66;48;3
345.52;346.66;60;3
345.52;345.64;43;4
345.65;345.77;41;4
345.77;345.89;40;4
345.9;346.02;38;4
346.02;346.28;36;4
346.08;346.09;60;2
346.09;346.21;62;2
346.22;346.25;64;2
346.25;346.28;65;2
346.29;346.41;67;2
346.29;346.41;48;4
346.41;346.53;69;2
346.41;346.53;47;4
346.54;346.66;71;2
346.54;346.66;45;4
346.66;347.82;79;1
346.66;347.17;72;2
346.66;347.82;60;3
346.66;347.82;64;3
346.66;346.78;43;4
346.79;346.91;41;4
346.91;347.03;40;4
347.04;347.15;38;4
347.15;347.55;36;4
347.17;347.27;60;2
347.27;347.35;62;2
347.36;347.46;64;2
347.46;347.55;65;2
347.55;347.61;67;2
347.55;347.61;48;4
347.61;347.69;69;2
347.61;347.69;47;4
347.7;347.82;71;2
347.7;347.82;45;4
347.82;349.04;82;1
347.82;348.4;72;2
347.82;349.04;60;3
347.82;349.04;67;3
347.82;347.94;43;4
347.95;348.07;41;4
348.07;348.19;40;4
348.2;348.32;38;4
348.32;348.4;36;4
348.4;348.43;60;2
348.4;348.43;48;4
348.43;348.55;62;2
348.43;348.55;47;4
348.56;348.64;64;2
348.56;348.64;45;4
348.64;348.7;65;2
348.64;348.7;43;4
348.71;348.83;67;2
348.71;348.83;41;4
348.83;348.95;69;2
348.83;348.95;40;4
348.96;349.04;71;2
348.96;349.04;38;4
349.04;349.4;88;1
349.04;349.1;72;2
349.04;349.4;60;3
349.04;349.4;67;3
349.04;349.1;36;4
349.11;349.23;60;2
349.11;349.23;48;4
349.23;349.35;62;2
349.23;349.35;47;4
349.36;349.4;64;2
349.36;349.4;45;4
349.4;349.76;91;1
349.4;349.52;65;2
349.4;349.76;60;3
349.4;349.76;67;3
349.4;349.52;43;4
349.53;349.59;67;2
349.53;349.59;41;4
349.59;349.69;69;2
349.59;349.69;40;4
349.69;349.76;71;2
349.69;349.76;38;4
349.77;350.98;94;1
349.77;350.75;72;2
349.77;350.98;60;3
349.77;350.98;67;3
349.77;349.99;36;4
349.99;350.01;38;4
350.02;350.14;40;4
350.14;350.26;41;4
350.27;350.37;43;4
350.37;350.47;45;4
350.48;350.6;47;4
350.6;351.13;48;4
350.75;350.87;71;2
350.87;350.98;69;2
350.98;352.08;76;1
350.98;351.07;67;2
350.98;352.08;48;3
350.98;352.08;60;3
351.07;351.13;65;2
351.13;351.25;64;2
351.13;351.25;48;4
351.26;351.32;62;2
351.26;351.32;50;4
351.33;351.87;60;2
351.33;351.44;52;4
351.45;351.47;53;4
351.47;351.59;55;4
351.6;351.63;57;4
351.63;352.27;58;4
351.87;351.97;60;2
351.98;352.08;62;2
352.08;353.26;79;1
352.08;352.2;64;2
352.08;352.27;48;3
352.08;352.27;60;3
352.21;352.27;65;2
352.27;352.39;67;2
352.27;352.5;48;3
352.27;352.5;60;3
352.27;352.5;57;4
352.4;352.5;69;2
352.5;352.61;70;2
352.5;352.61;48;3
352.5;352.61;60;3
352.5;352.61;55;4
352.61;352.86;69;2
352.61;352.86;48;3
352.61;352.86;60;3
352.61;352.86;53;4
352.86;353.07;67;2
352.86;353.07;48;3
352.86;353.07;60;3
352.86;353.07;52;4
353.07;353.26;65;2
353.07;353.26;48;3
353.07;353.26;60;3
353.07;353.26;50;4
353.26;353.38;60;1
353.26;353.51;64;2
353.26;353.51;48;3
353.26;353.51;60;3
353.26;353.51;48;4
353.39;353.51;59;1
353.51;353.57;60;1
353.51;353.7;65;2
353.51;353.7;48;3
353.51;353.7;60;3
353.51;353.7;50;4
353.58;353.7;62;1
353.7;353.8;64;1
353.7;353.87;64;2
353.7;353.87;48;3
353.7;353.87;60;3
353.7;353.87;48;4
353.8;353.87;65;1
353.87;353.97;67;1
353.87;354.1;62;2
353.87;354.1;48;3
353.87;354.1;60;3
353.87;354.1;46;4
353.98;354.1;69;1
354.1;354.14;70;1
354.1;354.27;60;2
354.1;354.27;48;3
354.1;354.27;60;3
354.1;354.27;45;4
354.15;354.27;72;1
354.27;354.39;74;1
354.27;354.52;58;2
354.27;354.52;48;3
354.27;354.52;60;3
354.27;354.52;43;4
354.4;354.52;76;1
354.52;355.15;77;1
354.52;355.15;57;2
354.52;355.15;65;2
354.52;355.15;53;3
354.52;355.15;41;4
355.15;355.16;79;1
355.15;355.16;67;2
355.15;355.16;55;3
355.15;355.16;43;4
355.16;355.24;77;1
355.16;355.24;65;2
355.16;355.24;53;3
355.16;355.24;41;4
355.24;355.49;76;1
355.24;355.49;64;2
355.24;355.49;52;3
355.24;355.49;40;4
355.49;355.68;77;1
355.49;355.68;65;2
355.49;355.68;53;3
355.49;355.68;41;4
355.69;356.14;72;1
355.69;356.14;60;2
355.69;356.14;48;3
355.69;356.14;36;4
356.92;357.58;77;1
356.92;357.58;65;2
356.92;357.58;53;3
356.92;357.58;41;4
357.58;357.61;79;1
357.58;357.61;67;2
357.58;357.61;55;3
357.58;357.61;43;4
357.62;357.68;77;1
357.62;357.68;65;2
357.62;357.68;53;3
357.62;357.68;41;4
357.68;357.93;76;1
357.68;357.93;64;2
357.68;357.93;52;3
357.68;357.93;40;4
357.93;358.1;77;1
357.93;358.1;65;2
357.93;358.1;53;3
357.93;358.1;41;4
358.1;358.48;74;1
358.1;358.48;62;2
358.1;358.48;50;3
358.1;358.48;38;4
359.3;360.03;77;1
359.3;361.5;70;2
359.3;360.62;62;3
359.3;360.62;50;4
360.03;360.11;79;1
360.12;360.24;77;1
360.24;360.39;76;1
360.39;360.62;77;1
360.62;361.5;79;1
360.62;362.46;60;3
360.62;361.96;52;4
361.5;361.96;70;1
361.5;361.96;67;2
361.96;362.9;69;1
361.96;362.9;65;2
361.96;362.46;53;4
362.46;362.9;62;3
362.46;362.9;50;4
362.9;363.16;74;1
362.9;363.16;70;2
362.9;363.2;55;3
362.9;363.2;46;4
363.16;363.2;70;1
363.16;363.2;67;2
363.2;364.06;69;1
363.2;364.06;65;2
363.2;363.41;60;3
363.2;364.56;48;4
363.41;363.66;59;3
363.66;363.83;60;3
363.83;364.06;59;3
364.06;364.56;67;1
364.06;364.56;64;2
364.06;364.56;60;3
364.56;365.19;70;2
365.19;365.25;72;2
365.26;365.36;70;2
365.36;365.55;69;2
365.55;365.8;70;2
365.8;367.5;77;1
365.8;366.48;72;2
365.8;366.48;69;3
366.48;366.49;73;2
366.48;366.49;70;3
366.5;366.62;72;2
366.5;366.62;69;3
366.62;366.79;70;2
366.62;366.79;67;3
366.79;367;72;2
366.79;367;69;3
367;367.96;73;2
367;367.5;70;3
367.5;368.29;82;1
367.5;367.96;66;3
367.96;368.29;78;2
367.96;368.42;63;3
368.3;368.42;78;1
368.3;368.42;75;2
368.42;369.26;77;1
368.42;369.26;73;2
368.42;368.86;68;3
368.86;369.26;56;3
369.26;369.76;75;1
369.26;369.76;72;2
369.76;370.52;65;2
369.76;370.52;61;3
369.76;370.12;49;4
370.12;370.52;46;4
370.52;370.89;70;2
370.52;370.89;66;3
370.52;371.02;42;4
370.9;371.02;66;2
370.9;371.02;63;3
371.02;371.96;65;2
371.02;371.96;61;3
371.02;371.52;44;4
371.52;371.96;56;4
371.96;372.38;63;2
371.96;372.38;60;3
372.38;373.28;73;1
372.38;373.28;70;2
372.38;372.78;70;3
372.78;373.28;66;3
373.28;373.53;78;1
373.28;373.66;70;2
373.28;373.66;63;3
373.54;373.66;75;1
373.66;374.5;73;1
373.66;374.5;70;2
373.66;374.16;65;3
374.16;374.5;53;3
374.5;374.98;72;1
374.5;374.98;69;2
374.99;375.9;61;2
374.99;376.2;58;3
374.99;375.4;58;4
375.4;375.9;54;4
375.9;376.07;66;2
375.9;376.2;51;4
376.08;376.2;63;2
376.2;377.4;61;2
376.2;377.4;56;3
376.2;377.4;53;4
376.7;377.2;73;1
377.2;377.4;73;1
377.4;377.65;73;1
377.4;378.76;68;2
377.4;378.76;53;3
377.4;377.88;49;4
377.65;377.88;71;1
377.88;378.09;70;1
377.88;378.34;37;4
378.09;378.34;71;1
378.34;378.54;73;1
378.34;378.76;37;4
378.54;378.76;71;1
378.76;379.26;70;1
378.76;379.26;66;2
378.76;379.4;49;3
378.76;381.18;42;4
379.4;379.43;51;3
379.44;379.56;49;3
379.56;379.71;48;3
379.71;379.96;49;3
379.96;381.75;49;3
380.46;380.96;58;2
380.71;380.96;70;1
380.96;381;70;1
380.96;381.18;58;2
381;381.04;72;1
381.05;381.11;70;1
381.11;381.12;72;1
381.12;381.12;70;1
381.12;381.13;72;1
381.13;381.14;68;1
381.14;381.18;70;1
381.18;381.75;73;1
381.18;382.84;59;2
381.18;383.64;44;4
381.75;381.9;71;1
381.75;381.85;51;3
381.85;381.9;49;3
381.9;382.13;68;1
381.9;382.13;48;3
382.13;382.34;66;1
382.13;382.34;49;3
382.34;382.84;65;1
382.34;384.2;49;3
382.84;383.22;59;2
383.09;383.22;71;1
383.22;383.23;71;1
383.22;383.64;59;2
383.23;383.26;74;1
383.27;383.33;71;1
383.33;383.39;74;1
383.39;383.45;71;1
383.45;383.51;74;1
383.52;383.58;70;1
383.58;383.64;71;1
383.64;384.2;75;1
383.64;385.23;61;2
383.64;385.94;46;4
384.2;384.28;73;1
384.2;384.21;51;3
384.21;384.28;49;3
384.28;384.53;70;1
384.28;384.53;48;3
384.53;384.74;68;1
384.53;384.74;49;3
384.74;385.23;66;1
384.74;385.94;49;3
385.23;385.62;61;2
385.37;385.62;78;1
385.62;385.71;78;1
385.62;385.94;61;2
385.71;385.81;77;1
385.82;385.94;78;1
385.94;386.47;82;1
385.94;386.68;68;2
385.94;386.47;49;3
385.94;387.42;41;4
386.47;386.68;80;1
386.47;386.59;51;3
386.6;386.68;49;3
386.68;386.93;80;1
386.68;386.93;68;2
386.68;386.93;48;3
386.93;387.08;78;1
386.93;387.08;66;2
386.93;387.08;49;3
387.08;387.21;78;1
387.08;387.21;66;2
387.08;388.26;49;3
387.21;387.42;77;1
387.21;387.42;65;2
387.42;387.67;77;1
387.42;387.67;65;2
387.42;387.88;44;4
387.67;387.88;75;1
387.67;387.88;63;2
387.88;388.06;73;1
387.88;388.06;61;2
387.88;388.26;37;4
388.06;388.26;71;1
388.06;388.26;59;2
388.26;388.66;69;1
388.26;388.66;57;2
388.26;388.87;49;3
388.26;389.5;42;4
388.66;389.12;70;1
388.66;389.12;58;2
388.87;388.99;51;3
389;389.12;49;3
389.12;389.5;70;1
389.12;389.5;58;2
389.12;389.25;48;3
389.25;389.5;49;3
389.5;389.97;70;1
389.5;390.09;58;2
389.5;390.58;49;3
389.5;390.58;41;4
389.97;390.09;72;1
389.97;390.09;60;2
390.1;390.22;70;1
390.22;390.47;69;1
390.22;390.47;57;2
390.47;390.58;70;1
390.47;390.58;58;2
390.58;391.42;79;1
390.58;391.42;67;2
390.58;391.33;48;3
390.58;391.42;40;4
391.33;391.34;61;3
391.34;391.42;60;3
391.42;391.82;70;1
391.42;391.82;67;2
391.42;391.57;59;3
391.42;391.82;52;4
391.57;391.82;60;3
391.82;392.14;68;1
391.82;392.14;60;2
391.82;392.14;60;3
391.82;392.14;53;4
392.14;392.6;67;1
392.14;392.6;60;2
392.14;392.6;55;3
392.14;392.6;51;4
392.6;393.02;65;1
392.6;393.02;59;2
392.6;392.85;56;3
392.6;393.02;49;4
392.85;393.02;53;3
393.02;393.14;72;1
393.02;393.46;55;2
393.02;393.46;52;3
393.02;393.46;48;4
393.15;393.27;60;1
393.27;393.35;62;1
393.36;393.46;64;1
393.46;393.54;65;1
393.55;393.63;67;1
393.63;393.71;69;1
393.63;393.82;67;2
393.63;393.82;64;3
393.72;393.82;71;1
393.82;393.92;72;1
393.82;394.03;67;2
393.82;394.03;64;3
393.93;394.03;71;1
394.03;394.09;72;1
394.03;394.2;68;2
394.03;394.2;65;3
394.1;394.2;71;1
394.2;394.58;72;1
394.2;394.58;67;2
394.2;394.58;64;3
394.33;394.45;48;4
394.45;394.55;50;4
394.55;394.58;52;4
394.58;394.7;53;4
394.71;394.73;55;4
394.73;394.98;76;1
394.73;394.98;67;2
394.73;394.98;60;3
394.73;394.85;57;4
394.86;394.98;59;4
394.98;395.17;76;1
394.98;395.17;67;2
394.98;395.17;60;3
394.98;395.04;60;4
395.05;395.17;59;4
395.17;395.38;77;1
395.17;395.38;68;2
395.17;395.38;60;3
395.17;395.25;60;4
395.26;395.38;59;4
395.38;395.46;76;1
395.38;395.76;67;2
395.38;395.76;60;3
395.38;395.76;60;4
395.47;395.57;60;1
395.57;395.67;62;1
395.68;395.76;64;1
395.76;395.84;65;1
395.85;395.93;67;1
395.93;396.03;69;1
395.93;396.1;55;2
395.93;396.1;52;3
396.03;396.1;71;1
396.1;396.2;72;1
396.1;396.31;55;2
396.1;396.31;52;3
396.21;396.31;71;1
396.31;396.39;72;1
396.31;396.48;56;2
396.31;396.48;53;3
396.39;396.48;71;1
396.48;396.88;72;1
396.48;396.88;55;2
396.48;396.88;52;3
396.61;396.71;48;4
396.71;396.75;50;4
396.76;396.88;52;4
396.88;397;53;4
397.01;397.11;55;4
397.11;397.3;76;1
397.11;397.3;67;2
397.11;397.3;60;3
397.11;397.17;57;4
397.18;397.3;59;4
397.3;397.47;76;1
397.3;397.47;67;2
397.3;397.47;60;3
397.3;397.35;60;4
397.35;397.47;59;4
397.47;397.66;77;1
397.47;397.66;68;2
397.47;397.66;60;3
397.47;397.53;60;4
397.54;397.66;59;4
397.66;397.78;76;1
397.66;398.08;67;2
397.66;398.08;60;3
397.66;398.08;60;4
397.79;397.89;60;1
397.89;397.99;62;1
398;398.08;64;1
398.08;398.16;65;1
398.17;398.25;67;1
398.26;398.33;69;1
398.26;398.44;76;2
398.26;398.44;67;3
398.26;398.44;60;4
398.34;398.44;71;1
398.44;398.52;72;1
398.44;398.63;76;2
398.44;398.63;67;3
398.44;398.63;60;4
398.53;398.63;71;1
398.63;398.73;72;1
398.63;398.8;77;2
398.63;398.8;68;3
398.63;398.8;53;4
398.73;398.8;71;1
398.8;398.92;72;1
398.8;398.92;76;2
398.8;398.92;67;3
398.8;398.92;60;4
398.93;399.05;72;1
398.93;399.05;60;2
398.93;399.05;48;3
398.93;399.05;36;4
399.05;399.11;74;1
399.05;399.11;62;2
399.05;399.11;50;3
399.05;399.11;38;4
399.12;399.22;76;1
399.12;399.22;64;2
399.12;399.22;52;3
399.12;399.22;40;4
399.22;399.32;77;1
399.22;399.32;65;2
399.22;399.32;53;3
399.22;399.32;41;4
399.33;399.45;79;1
399.33;399.45;67;2
399.33;399.45;55;3
399.33;399.45;43;4
399.45;399.53;81;1
399.45;399.53;69;2
399.45;399.53;57;3
399.45;399.53;45;4
399.54;399.6;83;1
399.54;399.6;71;2
399.54;399.6;59;3
399.54;399.6;47;4
399.6;399.68;84;1
399.6;399.68;72;2
399.6;399.68;60;3
399.6;399.68;48;4
399.69;399.79;83;1
399.69;399.79;71;2
399.69;399.79;59;3
399.69;399.79;47;4
399.79;399.89;84;1
399.79;399.89;72;2
399.79;399.89;60;3
399.79;399.89;48;4
399.9;399.98;83;1
399.9;399.98;71;2
399.9;399.98;59;3
399.9;399.98;47;4
399.98;400.21;84;1
399.98;400.24;72;2
399.98;400.24;60;3
399.98;400.24;48;4
400.21;400.49;84;1
400.49;400.99;84;1
400.99;401.24;84;1
401.24;401.49;85;1
401.49;401.99;85;1
401.99;402.45;85;1
402.45;402.7;85;1
402.7;402.95;86;1
402.95;403.14;86;1
403.14;403.39;82;1
403.39;403.54;82;1
403.54;403.79;79;1
403.79;403.94;79;1
403.94;404.19;76;1
404.19;404.34;76;1
404.34;404.59;72;1
404.59;404.84;72;1
404.84;405.05;76;1
404.84;405.05;72;2
404.84;405.05;70;3
405.05;405.16;76;1
405.05;405.32;72;2
405.05;405.16;70;3
405.16;405.32;77;1
405.16;405.32;69;3
405.32;405.54;77;1
405.32;405.54;72;2
405.32;405.54;69;3
405.54;405.79;79;1
405.54;405.79;76;2
405.54;405.79;67;3
405.79;405.9;79;1
405.79;405.9;76;2
405.79;405.9;67;3
405.9;406.15;81;1
405.9;406.15;77;2
405.9;406.15;65;3
406.15;406.3;81;1
406.15;406.3;77;2
406.15;406.3;65;3
406.3;406.8;84;1
406.3;406.8;81;2
406.3;407.04;64;3
406.8;407.04;82;1
406.8;407.04;79;2
407.26;407.49;69;3
407.49;407.52;69;3
407.52;407.77;70;3
407.77;407.98;70;3
407.98;408.16;67;3
408.16;408.38;67;3
408.38;408.63;64;3
408.63;408.74;64;3
408.74;408.99;61;3
408.99;409.16;61;3
409.16;409.41;69;3
409.41;409.52;69;3
409.52;409.94;85;1
409.52;409.94;76;2
409.52;409.77;67;3
409.77;409.94;67;3
409.94;410.38;86;1
409.94;410.38;77;2
409.94;410.19;65;3
410.19;410.38;65;3
410.38;410.76;89;1
410.38;410.76;81;2
410.38;410.63;62;3
410.63;410.76;62;3
410.76;411.1;83;1
410.76;411.1;74;2
410.76;410.9;67;3
410.9;411.1;67;3
411.1;411.6;86;1
411.1;411.6;77;2
411.1;411.81;60;3
411.6;411.81;84;1
411.6;411.81;76;2
411.81;412.02;59;4
412.02;412.21;60;4
412.21;412.34;61;4
412.34;412.59;62;4
412.59;412.82;62;4
412.82;413.07;58;4
413.07;413.22;58;4
413.22;413.29;55;4
413.29;413.52;55;4
413.52;413.77;52;4
413.77;414.02;52;4
414.02;414.24;48;4
414.24;414.4;48;4
414.4;414.53;82;1
414.4;414.53;72;2
414.4;414.53;67;3
414.4;414.53;52;4
414.53;414.78;82;1
414.53;415;72;2
414.53;414.78;67;3
414.53;414.78;52;4
414.78;415;81;1
414.78;415;65;3
414.78;415;53;4
415;415.2;81;1
415;415.2;72;2
415;415.2;65;3
415;415.2;53;4
415.2;415.33;79;1
415.2;415.33;70;2
415.2;415.33;64;3
415.2;415.33;55;4
415.33;415.54;79;1
415.33;415.54;70;2
415.33;415.54;64;3
415.33;415.54;55;4
415.54;415.73;77;1
415.54;415.73;69;2
415.54;415.73;60;3
415.54;415.73;57;4
415.73;415.98;77;1
415.73;415.98;69;2
415.73;415.98;60;3
415.73;415.98;57;4
415.98;416.46;77;1
415.98;416.63;67;2
415.98;416.63;61;3
415.98;416.63;58;4
416.46;416.8;76;1
416.8;417.02;72;2
417.02;417.26;72;2
417.26;417.51;73;2
417.51;417.6;73;2
417.6;417.77;70;2
417.6;417.77;73;3
417.77;418.02;70;2
417.77;418.02;73;3
418.02;418.76;85;1
418.02;418.13;67;2
418.02;418.13;70;3
418.13;418.38;67;2
418.13;418.38;70;3
418.38;418.63;64;2
418.38;418.63;67;3
418.63;418.76;64;2
418.63;418.76;67;3
418.76;419.26;84;1
418.76;419.01;65;2
418.76;419.01;68;3
419.01;419.31;80;2
419.01;419.26;65;3
419.26;419.56;89;1
419.26;419.31;59;3
419.31;419.56;80;2
419.31;419.56;59;3
419.56;420.4;89;1
419.56;420.4;80;2
419.56;419.81;60;3
419.81;419.98;60;3
419.98;420.15;72;3
420.15;420.4;72;3
420.4;420.75;91;1
420.4;420.75;82;2
420.4;420.63;60;3
420.63;420.84;60;3
420.76;420.84;88;1
420.76;420.84;79;2
420.84;421.3;89;1
420.84;421.05;77;2
420.84;421.05;65;3
420.84;421.51;60;4
421.05;421.3;57;2
421.05;421.3;53;3
421.3;421.51;57;2
421.3;421.51;53;3
421.51;421.6;57;2
421.51;421.6;53;3
421.51;421.52;62;4
421.53;421.6;60;4
421.6;421.85;57;2
421.6;421.85;53;3
421.6;421.85;59;4
421.85;421.9;57;2
421.85;421.9;53;3
421.85;421.9;60;4
421.9;422.51;81;1
421.9;423.26;57;2
421.9;423.26;53;3
421.9;423.26;60;4
422.51;422.63;82;1
422.64;422.76;81;1
422.76;423.01;79;1
423.01;423.26;77;1
423.26;423.5;76;1
423.26;424.4;58;2
423.26;424.4;55;3
423.26;423.73;60;4
423.73;423.85;62;4
423.86;423.98;60;4
423.98;424.23;59;4
424.23;424.4;60;4
424.4;424.87;82;1
424.4;424.56;58;2
424.4;424.56;64;2
424.4;425.46;55;3
424.4;425.46;60;4
424.56;424.62;58;2
424.56;424.62;64;2
424.62;424.87;58;2
424.62;424.87;64;2
424.87;424.99;84;1
424.87;425.11;58;2
424.87;425.11;64;2
425;425.11;82;1
425.11;425.27;81;1
425.11;425.27;58;2
425.11;425.27;64;2
425.27;425.46;79;1
425.27;425.46;58;2
425.27;425.46;64;2
425.46;425.78;78;1
425.46;425.71;60;2
425.46;426.68;57;3
425.46;426.03;60;4
425.71;425.78;60;2
425.71;425.78;66;2
425.78;426.03;60;2
425.78;426.03;66;2
426.03;426.28;60;2
426.03;426.28;66;2
426.03;426.15;62;4
426.16;426.28;60;4
426.28;426.53;60;2
426.28;426.53;66;2
426.28;426.53;59;4
426.53;426.68;60;2
426.53;426.68;66;2
426.53;426.68;60;4
426.68;427.29;87;1
426.68;427.88;60;2
426.68;427.88;66;2
426.68;427.88;57;3
426.68;427.48;63;4
427.29;427.37;86;1
427.37;427.48;84;1
427.48;427.56;82;1
427.48;427.88;60;4
427.57;427.69;81;1
427.69;427.75;79;1
427.76;427.88;78;1
427.88;428;79;1
427.88;428.32;67;2
427.88;428.32;58;3
427.88;428.32;62;4
428.01;428.13;74;1
428.13;428.21;76;1
428.22;428.32;78;1
428.32;428.4;79;1
428.32;428.66;58;2
428.32;428.66;67;2
428.32;428.66;62;3
428.32;428.66;46;4
428.41;428.47;81;1
428.47;428.55;82;1
428.56;428.66;81;1
428.66;428.78;79;1
428.79;428.87;74;1
428.87;428.97;76;1
428.98;429.04;78;1
429.04;429.16;79;1
429.17;429.23;81;1
429.23;429.33;82;1
429.34;429.4;81;1
429.4;429.52;79;1
429.53;429.61;74;1
429.61;429.71;76;1
429.72;429.8;78;1
429.8;429.9;79;1
429.91;429.99;81;1
429.99;430.05;82;1
430.06;430.16;81;1
430.16;430.28;79;1
430.29;430.35;74;1
430.35;430.45;76;1
430.46;430.54;78;1
430.54;430.64;79;1
430.65;430.73;81;1
430.73;430.81;82;1
430.82;430.9;81;1
430.9;431;79;1
431.01;431.11;74;1
431.01;431.11;62;2
431.01;431.11;50;3
431.01;431.11;50;4
431.11;431.19;76;1
431.11;431.19;64;2
431.11;431.19;52;3
431.11;431.19;52;4
431.2;431.28;78;1
431.2;431.28;66;2
431.2;431.28;54;3
431.2;431.28;54;4
431.28;431.4;79;1
431.28;431.4;67;2
431.28;431.4;55;3
431.28;431.4;55;4
431.41;431.51;81;1
431.41;431.51;69;2
431.41;431.51;57;3
431.41;431.51;57;4
431.51;431.59;82;1
431.51;431.59;70;2
431.51;431.59;58;3
431.51;431.59;58;4
431.6;431.7;84;1
431.6;431.7;72;2
431.6;431.7;60;3
431.6;431.7;60;4
431.7;431.76;86;1
431.7;431.76;74;2
431.7;431.76;62;3
431.7;431.76;62;4
431.77;431.89;84;1
431.77;431.89;72;2
431.77;431.89;60;3
431.77;431.89;60;4
431.89;431.99;82;1
431.89;431.99;70;2
431.89;431.99;58;3
431.89;431.99;58;4
432;432.1;81;1
432;432.1;69;2
432;432.1;57;3
432;432.1;57;4
432.1;432.22;79;1
432.1;432.22;67;2
432.1;432.22;55;3
432.1;432.22;55;4
432.23;432.32;77;1
432.23;432.32;65;2
432.23;432.32;53;3
432.23;432.32;53;4
432.32;432.37;76;1
432.32;432.37;64;2
432.32;432.37;52;3
432.32;432.37;52;4
432.38;432.5;74;1
432.38;432.5;62;2
432.38;432.5;50;3
432.38;432.5;50;4
432.5;433.66;72;1
432.5;433.11;60;2
432.5;433.11;48;3
432.5;433.11;48;4
433.11;433.17;62;2
433.11;433.17;50;3
433.11;433.17;50;4
433.18;433.26;64;2
433.18;433.26;52;3
433.18;433.26;52;4
433.26;433.36;65;2
433.26;433.36;53;3
433.26;433.36;53;4
433.37;433.47;67;2
433.37;433.47;55;3
433.37;433.47;55;4
433.47;433.53;69;2
433.47;433.53;57;3
433.47;433.53;57;4
433.54;433.66;71;2
433.54;433.66;59;3
433.54;433.66;59;4
433.66;433.7;79;1
433.66;433.87;72;2
433.66;433.87;60;3
433.66;433.87;60;4
433.7;433.74;81;1
433.74;433.8;79;1
433.81;433.87;81;1
433.87;433.93;79;1
433.87;434;64;2
433.87;434;58;3
433.87;434;48;4
433.93;433.94;81;1
433.94;433.96;79;1
433.96;434;81;1
434;434.06;79;1
434;434.25;64;2
434;434.25;58;3
434;434.25;48;4
434.06;434.12;81;1
434.12;434.18;79;1
434.19;434.25;81;1
434.25;434.31;79;1
434.25;434.5;64;2
434.25;434.5;58;3
434.25;434.5;48;4
434.31;434.37;81;1
434.37;434.43;79;1
434.44;434.5;81;1
434.5;434.56;79;1
434.5;434.67;64;2
434.5;434.67;58;3
434.5;434.67;48;4
434.56;434.58;81;1
434.58;434.61;79;1
434.61;434.67;81;1
434.67;434.73;79;1
434.67;434.93;64;2
434.67;434.93;58;3
434.67;434.93;48;4
434.73;434.79;81;1
434.79;434.85;79;1
434.86;434.92;81;1
434.93;435.47;77;1
434.93;435.47;65;2
434.93;435.47;57;3
434.93;435.47;53;4
435.47;436.33;65;1
435.47;436.33;60;2
435.47;436.33;57;3
436.33;436.58;64;1
436.33;436.58;60;2
436.33;436.58;55;3
436.58;436.73;64;1
436.58;436.73;60;2
436.58;436.73;55;3
436.73;436.98;70;1
436.73;436.98;67;2
436.73;436.98;52;3
436.98;437.13;70;1
436.98;437.13;67;2
436.98;437.13;52;3
437.13;437.38;69;1
437.13;437.38;65;2
437.13;437.38;53;3
437.38;437.57;69;1
437.38;437.57;65;2
437.38;437.57;53;3
437.57;437.68;74;1
437.57;437.68;65;2
437.57;437.68;58;3
437.68;437.89;74;1
437.68;437.89;65;2
437.68;437.89;58;3
437.89;438.14;72;1
437.89;438.14;65;2
437.89;438.14;57;3
438.14;438.39;72;1
438.14;438.39;65;2
438.14;438.39;57;3
438.39;438.44;77;1
438.39;438.44;72;2
438.39;438.44;69;3
438.44;438.69;77;1
438.44;438.69;72;2
438.44;438.69;69;3
438.69;438.84;76;1
438.69;438.84;70;2
438.69;438.84;67;3
438.84;439.09;76;1
438.84;439.09;70;2
438.84;439.09;67;3
439.09;439.34;82;1
439.09;439.34;67;2
439.09;439.34;64;3
439.34;439.68;82;1
439.34;439.68;67;2
439.34;439.68;64;3
441.54;442.07;69;1
441.54;442.82;65;2
441.54;442.82;60;3
441.54;442.82;53;4
442.07;442.19;70;1
442.2;442.32;69;1
442.32;442.57;67;1
442.57;442.82;69;1
442.82;444.6;74;1
442.82;444.6;65;2
442.82;444.6;55;3
442.82;444.6;46;4
444.6;445.02;72;1
444.6;445.02;65;2
444.6;445.02;57;3
444.6;445.02;48;4
445.02;445.5;64;1
445.02;445.5;58;2
445.02;445.5;55;3
445.02;445.5;36;4
445.5;446.04;65;1
445.5;446.04;57;2
445.5;446.04;53;3
445.5;446.04;41;4
446.05;446.87;77;1
446.05;446.87;72;2
446.05;446.87;69;3
446.87;447.12;76;1
446.87;447.12;70;2
446.87;447.12;67;3
447.12;447.25;76;1
447.12;447.25;70;2
447.12;447.25;67;3
447.25;447.48;82;1
447.25;447.48;67;2
447.25;447.48;64;3
447.48;447.73;82;1
447.48;447.73;67;2
447.48;447.73;64;3
447.73;447.98;81;1
447.73;447.98;69;2
447.73;447.98;65;3
447.98;448.21;81;1
447.98;448.21;69;2
447.98;448.21;65;3
448.21;448.32;86;1
448.21;448.32;77;2
448.21;448.32;70;3
448.32;448.49;86;1
448.32;448.49;77;2
448.32;448.49;70;3
448.49;448.74;84;1
448.49;448.74;77;2
448.49;448.74;69;3
