start;end;pitch;voice
136.73;136.84;47;4
136.84;137.32;60;1
136.84;137.32;60;2
136.84;137.32;60;3
136.84;137.32;48;4
137.32;137.67;60;1
137.32;137.67;55;2
137.32;137.67;52;3
137.32;137.67;36;4
137.67;138.12;60;1
137.67;138.12;55;2
137.67;138.12;52;3
137.67;138.12;36;4
138.12;138.52;60;1
138.12;138.52;55;2
138.12;138.52;52;3
138.12;138.52;36;4
139.52;140.19;65;1
139.52;140.19;65;2
139.52;140.19;53;3
139.52;140.19;53;4
140.19;140.21;67;1
140.19;140.21;67;2
140.19;140.21;55;3
140.19;140.21;55;4
140.21;140.32;65;1
140.21;140.32;65;2
140.21;140.32;53;3
140.21;140.32;53;4
140.32;140.51;64;1
140.32;140.51;64;2
140.32;140.51;52;3
140.32;140.51;52;4
140.51;140.72;65;1
140.51;140.72;65;2
140.51;140.72;53;3
140.51;140.72;53;4
140.72;141.22;60;1
140.72;141.22;60;2
140.72;141.22;48;3
140.72;141.22;48;4
141.94;142.61;65;1
141.94;142.61;65;2
141.94;142.61;53;3
141.94;142.61;53;4
142.61;142.65;67;1
142.61;142.65;67;2
142.61;142.65;55;3
142.61;142.65;55;4
142.65;142.76;65;1
142.65;142.76;65;2
142.65;142.76;53;3
142.65;142.76;53;4
142.76;142.95;64;1
142.76;142.95;64;2
142.76;142.95;52;3
142.76;142.95;52;4
142.95;143.16;65;1
142.95;143.16;65;2
142.95;143.16;53;3
142.95;143.16;53;4
143.16;143.66;62;1
143.16;143.66;62;2
143.16;143.66;50;3
143.16;143.66;50;4
144.52;145.11;77;1
144.52;146.53;70;2
144.52;145.68;62;3
144.52;145.68;50;4
145.11;145.19;79;1
145.19;145.31;77;1
145.31;145.47;76;1
145.47;145.68;77;1
145.68;146.53;79;1
145.68;147.42;60;3
145.68;146.98;52;4
146.53;146.98;70;1
146.53;146.98;67;2
146.98;147.92;69;1
146.98;147.92;65;2
146.98;147.42;53;4
147.42;147.92;62;3
147.42;147.92;50;4
147.92;148.13;74;1
147.92;148.13;70;2
147.92;148.22;55;3
147.92;148.22;46;4
148.13;148.22;70;1
148.13;148.22;67;2
148.22;149.18;69;1
148.22;149.18;65;2
148.22;148.43;60;3
148.22;149.68;48;4
148.43;148.68;59;3
148.68;148.93;60;3
148.93;149.18;59;3
149.18;149.68;67;1
149.18;149.68;64;2
149.18;149.68;60;3
149.68;150.29;65;1
149.68;150.29;65;2
149.68;150.29;53;3
149.68;150.29;53;4
150.29;150.33;67;1
150.29;150.33;67;2
150.29;150.33;55;3
150.29;150.33;55;4
150.33;150.42;65;1
150.33;150.42;65;2
150.33;150.42;53;3
150.33;150.42;53;4
150.42;150.67;64;1
150.42;150.67;64;2
150.42;150.67;52;3
150.42;150.67;52;4
150.67;150.92;65;1
150.67;150.92;65;2
150.67;150.92;53;3
150.67;150.92;53;4
150.92;151.42;60;1
150.92;151.42;60;2
150.92;151.42;48;3
150.92;151.42;48;4
152.1;152.71;65;1
152.1;152.71;65;2
152.1;152.71;53;3
152.1;152.71;53;4
152.71;152.77;67;1
152.71;152.77;67;2
152.71;152.77;55;3
152.71;152.77;55;4
152.77;152.82;65;1
152.77;152.82;65;2
152.77;152.82;53;3
152.77;152.82;53;4
152.82;153.03;64;1
152.82;153.03;64;2
152.82;153.03;52;3
152.82;153.03;52;4
153.03;153.28;65;1
153.03;153.28;65;2
153.03;153.28;53;3
153.03;153.28;53;4
153.28;153.5;62;1
153.28;153.5;62;2
153.28;153.5;50;3
153.28;153.5;50;4
154.5;155.07;77;1
155.07;155.13;79;1
155.13;155.26;77;1
155.26;155.42;76;1
155.42;155.66;77;1
155.66;156.54;81;1
155.66;156.94;76;2
155.66;156.94;70;3
155.66;156.94;61;4
156.54;156.94;79;1
156.94;157.45;79;1
157.45;157.49;81;1
157.49;157.62;79;1
157.62;157.79;78;1
157.79;158.02;79;1
158.02;159.02;82;1
158.02;159.3;72;2
158.02;159.3;75;3
158.02;159.3;66;4
159.02;159.3;81;1
159.3;159.77;81;1
159.77;159.85;82;1
159.85;159.98;81;1
159.98;160.15;79;1
160.15;160.4;81;1
160.4;161.03;84;1
160.4;161.03;75;2
160.4;161.03;66;3
160.4;161.03;58;4
161.03;161.28;82;1
161.03;161.28;74;2
161.03;161.28;67;3
161.03;161.28;58;4
161.28;161.41;81;1
161.28;161.41;72;2
161.28;161.41;69;3
161.28;161.41;58;4
161.41;161.58;79;1
161.41;161.58;70;2
161.41;161.58;70;3
161.41;161.58;58;4
161.58;162.46;77;1
161.58;162.46;69;2
161.58;162.46;72;3
161.58;162.46;60;4
162.46;162.49;79;1
162.46;162.49;70;2
162.46;162.96;64;3
162.46;162.96;48;4
162.49;162.52;77;1
162.49;162.52;69;2
162.52;162.55;76;1
162.52;162.55;67;2
162.55;162.58;77;1
162.55;162.58;69;2
162.58;162.71;81;1
162.58;162.71;72;2
162.71;162.96;79;1
162.71;162.96;70;2
162.96;163.46;77;1
162.96;163.46;69;2
162.96;163.46;65;3
162.96;163.46;53;4
164.14;164.63;60;2
164.63;164.75;62;2
164.75;164.84;60;2
164.84;165.01;59;2
165.01;165.22;60;2
165.22;165.83;77;1
165.22;166.02;63;2
165.22;166.42;68;3
165.22;166.42;59;4
165.83;165.91;79;1
165.91;166.02;77;1
166.02;166.17;76;1
166.02;166.42;62;2
166.17;166.42;77;1
166.42;166.97;62;2
166.97;167.03;63;2
167.03;167.16;62;2
167.16;167.35;61;2
167.35;167.54;62;2
167.54;168.09;79;1
167.54;168.34;65;2
167.54;168.72;58;3
167.54;168.72;48;4
168.09;168.21;81;1
168.21;168.34;79;1
168.34;168.53;78;1
168.34;168.72;64;2
168.53;168.72;79;1
168.72;169.29;67;2
169.29;169.41;69;2
169.41;169.5;67;2
169.5;169.67;66;2
169.67;169.9;67;2
169.9;170.47;84;1
169.9;170.64;70;2
169.9;170.64;63;3
169.9;170.64;53;4
170.47;170.55;86;1
170.55;170.64;84;1
170.64;170.85;83;1
170.64;171.1;69;2
170.64;171.1;63;3
170.64;171.1;41;4
170.85;171.1;84;1
171.1;171.59;86;1
171.1;171.82;72;2
171.1;171.82;66;3
171.1;171.82;58;4
171.59;171.71;87;1
171.71;171.82;86;1
171.82;172.03;85;1
171.82;172.28;70;2
171.82;172.28;67;3
171.82;172.28;46;4
172.03;172.28;86;1
172.28;172.62;88;1
172.28;172.45;69;2
172.28;172.62;58;3
172.28;172.62;48;4
172.45;172.62;67;2
172.62;173.06;88;1
172.62;172.87;69;2
172.62;173.06;58;3
172.62;173.06;48;4
172.87;173.06;67;2
173.06;173.5;88;1
173.06;173.31;69;2
173.06;173.5;58;3
173.06;173.5;48;4
173.31;173.5;67;2
173.5;174;89;1
173.5;173.75;65;2
173.5;173.75;57;3
173.5;174;41;4
173.75;174;57;2
173.75;174;65;2
173.75;174;60;3
174;174.17;57;2
174;174.17;65;2
174;174.17;60;3
174.17;174.2;57;2
174.17;174.2;65;2
174.17;174.2;60;3
174.2;174.45;57;2
174.2;174.45;65;2
174.2;174.45;60;3
174.45;174.6;57;2
174.45;174.6;65;2
174.45;174.6;60;3
174.6;175.88;57;2
174.6;175.88;65;2
174.6;174.72;60;3
174.6;175.13;48;4
174.72;174.88;60;3
174.88;175.13;60;3
175.13;175.38;69;1
175.13;175.38;60;3
175.13;175.25;50;4
175.25;175.38;48;4
175.38;175.44;69;1
175.38;175.63;60;3
175.38;175.63;47;4
175.44;175.5;70;1
175.5;175.57;69;1
175.57;175.63;70;1
175.63;175.69;69;1
175.63;175.88;60;3
175.63;175.88;48;4
175.69;175.75;70;1
175.75;175.82;67;1
175.82;175.88;69;1
175.88;176.63;72;1
175.88;176.92;55;2
175.88;176.92;64;2
175.88;176.92;60;3
175.88;176.38;36;4
176.63;176.74;70;1
176.74;176.75;67;1
176.75;176.92;65;1
176.92;177.22;64;1
176.92;178.1;55;2
176.92;178.1;64;2
176.92;178.1;60;3
176.92;177.4;48;4
177.4;177.6;70;1
177.4;177.47;50;4
177.47;177.6;48;4
177.6;177.66;70;1
177.6;177.85;47;4
177.66;177.72;72;1
177.72;177.79;70;1
177.79;177.85;72;1
177.85;177.91;70;1
177.85;178.1;48;4
177.91;177.97;72;1
177.97;178.04;69;1
178.04;178.1;70;1
178.1;178.67;74;1
178.1;179.12;57;2
178.1;179.12;65;2
178.1;179.12;60;3
178.1;178.42;36;4
178.67;178.92;72;1
178.92;178.95;69;1
178.95;179.12;67;1
179.12;179.34;65;1
179.12;180.34;57;2
179.12;180.34;65;2
179.12;180.34;60;3
179.12;179.59;48;4
179.59;179.84;77;1
179.59;179.71;50;4
179.71;179.84;48;4
179.84;179.9;77;1
179.84;180.09;47;4
179.9;179.96;79;1
179.96;180.03;77;1
180.03;180.09;79;1
180.09;180.15;77;1
180.09;180.34;48;4
180.15;180.21;79;1
180.21;180.28;76;1
180.28;180.34;77;1
180.34;181.09;81;1
180.34;181.48;58;2
180.34;181.48;67;2
180.34;181.48;64;3
180.34;180.84;36;4
181.09;181.22;79;1
181.22;181.23;79;1
181.23;181.48;77;1
181.48;181.73;77;1
181.48;182.64;58;2
181.48;182.64;67;2
181.48;182.64;64;3
181.48;182.03;48;4
181.73;181.93;76;1
181.93;182.03;76;1
182.03;182.2;74;1
182.03;182.12;50;4
182.12;182.2;48;4
182.2;182.45;72;1
182.2;182.45;47;4
182.45;182.64;70;1
182.45;182.64;48;4
182.64;184.05;69;1
182.64;183.8;57;2
182.64;183.8;67;2
182.64;182.89;64;3
182.64;183.04;49;4
182.89;183.04;64;3
183.04;183.05;61;3
183.04;183.3;45;4
183.05;183.3;61;3
183.3;183.55;64;3
183.3;183.8;49;4
183.55;183.8;64;3
183.8;184.98;57;2
183.8;184.98;65;2
183.8;184.05;62;3
183.8;184.3;50;4
184.05;184.17;71;1
184.05;184.3;62;3
184.17;184.3;73;1
184.3;184.42;74;1
184.3;184.51;62;3
184.42;184.51;76;1
184.51;184.52;77;1
184.51;184.53;62;3
184.52;184.53;76;1
184.53;184.64;74;1
184.53;184.77;62;3
184.64;184.77;72;1
184.77;184.88;71;1
184.77;184.98;62;3
184.88;184.98;69;1
184.98;186.37;67;1
184.98;186.22;55;2
184.98;186.22;65;2
184.98;185.23;62;3
184.98;185.41;47;4
185.23;185.41;62;3
185.41;185.47;59;3
185.41;185.72;43;4
185.47;185.72;59;3
185.72;185.97;62;3
185.72;186.22;47;4
185.97;186.22;62;3
186.22;187.5;55;2
186.22;187.5;63;2
186.22;186.37;60;3
186.22;186.56;48;4
186.37;186.43;69;1
186.37;186.56;60;3
186.43;186.56;71;1
186.56;186.68;72;1
186.56;186.81;60;3
186.68;186.81;71;1
186.81;186.87;72;1
186.81;187;60;3
186.87;187;71;1
187;187.12;72;1
187;187.25;60;3
187.12;187.25;71;1
187.25;187.37;72;1
187.25;187.5;60;3
187.37;187.5;71;1
187.5;189.15;72;1
187.5;188.9;60;2
187.5;188.9;63;2
187.5;187.99;51;3
187.5;189.78;44;4
187.99;188.1;53;3
188.1;188.2;51;3
188.2;188.41;50;3
188.41;188.66;51;3
188.66;189.78;51;3
188.9;189.4;60;2
189.15;189.27;73;1
189.27;189.4;72;1
189.4;189.55;70;1
189.4;189.78;60;2
189.55;189.78;72;1
189.78;190.39;75;1
189.78;191.26;61;2
189.78;190.39;51;3
189.78;192.18;46;4
190.39;190.57;73;1
190.39;190.49;53;3
190.49;190.57;51;3
190.57;190.75;70;1
190.57;190.75;50;3
190.75;190.96;68;1
190.75;190.96;51;3
190.96;191.26;67;1
190.96;192.18;51;3
191.26;191.7;61;2
191.45;191.57;75;1
191.57;191.7;73;1
191.7;191.95;72;1
191.7;192.18;61;2
191.95;192.18;73;1
192.18;192.86;77;1
192.18;193.68;63;2
192.18;192.86;51;3
192.18;193.68;48;4
192.86;192.9;75;1
192.86;192.87;53;3
192.87;192.9;51;3
192.9;193.09;72;1
192.9;193.09;50;3
193.09;193.3;70;1
193.09;193.3;51;3
193.3;193.68;69;1
193.3;193.68;51;3
193.68;194.06;66;2
193.68;194.06;69;3
193.68;194.06;48;4
193.81;193.93;77;1
193.93;194.06;75;1
194.06;194.27;74;1
194.06;194.46;66;2
194.06;194.46;69;3
194.06;194.46;48;4
194.27;194.46;75;1
194.46;195.74;77;1
194.46;195.74;68;2
194.46;195.74;59;3
194.46;195.74;50;4
195.74;196.16;75;1
195.74;196.16;67;2
195.74;196.16;60;3
195.74;196.16;51;4
196.16;196.56;74;1
196.16;196.56;68;2
196.16;196.56;65;3
196.16;196.56;53;4
196.56;197;72;1
196.56;197;69;2
196.56;197;63;3
196.56;197;54;4
197;197.12;71;1
197;197.42;67;2
197;197.42;62;3
197;197.42;55;4
197.12;197.17;67;1
197.17;197.29;69;1
197.29;197.42;71;1
197.42;197.54;72;1
197.54;197.67;74;1
197.67;197.71;76;1
197.67;197.8;62;2
197.67;197.8;59;3
197.71;197.8;78;1
197.8;197.86;79;1
197.8;197.99;62;2
197.8;197.99;59;3
197.86;197.99;78;1
197.99;198.05;79;1
197.99;198.14;63;2
197.99;198.14;60;3
198.05;198.14;78;1
198.14;198.6;79;1
198.14;198.6;62;2
198.14;198.6;59;3
198.14;198.26;55;4
198.26;198.39;43;4
198.39;198.47;45;4
198.47;198.6;46;4
198.6;198.72;48;4
198.72;198.81;50;4
198.81;199.04;83;1
198.81;199.04;74;2
198.81;199.04;67;3
198.81;198.93;52;4
198.93;199.04;54;4
199.04;199.17;83;1
199.04;199.17;74;2
199.04;199.17;67;3
199.04;199.09;55;4
199.09;199.17;54;4
199.17;199.34;84;1
199.17;199.34;75;2
199.17;199.34;67;3
199.17;199.25;55;4
199.25;199.34;54;4
199.34;199.46;83;1
199.34;199.76;74;2
199.34;199.76;67;3
199.34;199.76;55;4
199.46;199.59;67;1
199.59;199.63;69;1
199.63;199.76;71;1
199.76;199.88;72;1
199.88;199.99;74;1
199.99;200.07;76;1
199.99;200.18;62;2
199.99;200.18;59;3
200.07;200.18;78;1
200.18;200.24;79;1
200.18;200.34;62;2
200.18;200.34;59;3
200.24;200.34;78;1
200.34;200.41;79;1
200.34;200.52;63;2
200.34;200.52;60;3
200.41;200.52;78;1
200.52;200.92;79;1
200.52;200.92;62;2
200.52;200.92;59;3
200.52;200.58;55;4
200.58;200.71;43;4
200.71;200.81;45;4
200.81;200.92;47;4
200.92;201.02;48;4
201.02;201.15;50;4
201.15;201.39;83;1
201.15;201.39;74;2
201.15;201.39;67;3
201.15;201.27;52;4
201.27;201.39;54;4
201.39;201.49;83;1
201.39;201.49;74;2
201.39;201.49;67;3
201.39;201.41;55;4
201.41;201.49;54;4
201.49;201.7;84;1
201.49;201.7;75;2
201.49;201.7;67;3
201.49;201.59;55;4
201.59;201.7;54;4
201.7;201.9;83;1
201.7;202.06;74;2
201.7;202.06;67;3
201.7;202.06;55;4
201.9;201.97;55;1
201.97;202.06;57;1
202.06;202.18;59;1
202.18;202.31;60;1
202.31;202.43;62;1
202.31;202.56;74;2
202.31;202.56;59;3
202.31;202.56;55;4
202.43;202.56;64;1
202.56;202.68;66;1
202.56;202.81;74;2
202.56;202.81;59;3
202.56;202.81;55;4
202.68;202.81;67;1
202.81;202.85;66;1
202.81;202.94;75;2
202.81;202.94;60;3
202.81;202.94;48;4
202.85;202.94;67;1
202.94;203.02;67;1
202.94;203.02;74;2
202.94;203.02;59;3
202.94;203.02;55;4
203.02;203.13;67;1
203.02;203.13;55;2
203.02;203.13;55;3
203.02;203.13;43;4
203.13;203.25;69;1
203.13;203.25;57;2
203.13;203.25;57;3
203.13;203.25;45;4
203.25;203.3;71;1
203.25;203.3;59;2
203.25;203.3;59;3
203.25;203.3;47;4
203.3;203.42;72;1
203.3;203.42;60;2
203.3;203.42;60;3
203.3;203.42;48;4
203.42;203.52;74;1
203.42;203.52;62;2
203.42;203.52;62;3
203.42;203.52;50;4
203.52;203.61;76;1
203.52;203.61;64;2
203.52;203.61;64;3
203.52;203.61;52;4
203.61;203.68;78;1
203.61;203.68;66;2
203.61;203.68;66;3
203.61;203.68;54;4
203.68;203.78;79;1
203.68;203.78;67;2
203.68;203.78;67;3
203.68;203.78;55;4
203.78;203.89;78;1
203.78;203.89;66;2
203.78;203.89;66;3
203.78;203.89;54;4
203.89;203.95;79;1
203.89;203.95;67;2
203.89;203.95;67;3
203.89;203.95;55;4
203.95;204.08;78;1
203.95;204.08;66;2
203.95;204.08;66;3
203.95;204.08;54;4
204.08;204.33;79;1
204.08;204.58;67;2
204.08;204.58;67;3
204.08;204.58;55;4
204.33;204.72;79;1
204.72;205.1;79;1
205.1;205.36;79;1
205.36;205.63;80;1
205.63;206.13;80;1
206.13;206.63;80;1
206.63;206.98;80;1
206.98;207.23;81;1
207.23;207.34;81;1
207.34;207.59;77;1
207.59;207.72;77;1
207.72;207.97;74;1
207.97;208.06;74;1
208.06;208.31;71;1
208.31;208.52;71;1
208.52;208.77;67;1
208.77;208.88;67;1
208.88;209.03;71;1
208.88;209.03;67;2
208.88;209.03;65;3
209.03;209.24;71;1
209.03;209.49;67;2
209.03;209.24;65;3
209.24;209.49;72;1
209.24;209.49;64;3
209.49;209.74;72;1
209.49;209.74;67;2
209.49;209.74;64;3
209.74;209.95;74;1
209.74;209.95;71;2
209.74;209.95;62;3
209.95;210.06;74;1
209.95;210.06;71;2
209.95;210.06;62;3
210.06;210.27;76;1
210.06;210.27;72;2
210.06;210.27;60;3
210.27;210.46;76;1
210.27;210.46;72;2
210.27;210.46;60;3
210.46;210.96;79;1
210.46;210.96;76;2
210.46;211.28;59;3
210.96;211.28;77;1
210.96;211.28;74;2
211.28;211.53;64;3
211.53;211.76;64;3
211.76;212;65;3
212;212.22;65;3
212.22;212.4;62;3
212.4;212.6;62;3
212.6;212.85;59;3
212.85;212.96;59;3
212.96;213.21;56;3
213.21;213.4;56;3
213.4;213.55;64;3
213.55;213.8;64;3
213.8;214.18;80;1
213.8;214.18;71;2
213.8;214.05;62;3
214.05;214.18;62;3
214.18;214.62;81;1
214.18;214.62;76;2
214.18;214.43;60;3
214.43;214.62;60;3
214.62;215.04;84;1
214.62;215.04;64;2
214.62;214.79;57;3
214.79;215.04;57;3
215.04;215.38;78;1
215.04;215.92;72;2
215.04;215.09;62;3
215.09;215.38;62;3
215.38;215.92;81;1
215.38;215.63;55;3
215.63;215.92;55;3
215.92;216.17;79;1
215.92;216.17;71;2
215.92;216.17;67;3
216.17;216.32;54;4
216.32;216.53;55;4
216.53;216.72;56;4
216.72;216.97;57;4
216.97;217.16;57;4
217.16;217.41;53;4
217.41;217.58;53;4
217.58;217.65;50;4
217.65;217.9;50;4
217.9;218.13;47;4
218.13;218.32;47;4
218.32;218.57;43;4
218.57;218.7;43;4
218.7;218.87;77;1
218.7;218.87;62;2
218.7;218.87;55;3
218.7;218.87;47;4
218.87;219.12;77;1
218.87;219.12;62;2
218.87;219.29;55;3
218.87;219.12;47;4
219.12;219.29;76;1
219.12;219.29;64;2
219.12;219.29;48;4
219.29;219.54;76;1
219.29;219.54;72;2
219.29;219.54;67;3
219.29;219.54;48;4
219.54;219.79;74;1
219.54;219.79;71;2
219.54;219.79;65;3
219.54;219.79;50;4
219.79;219.9;74;1
219.79;219.9;71;2
219.79;219.9;65;3
219.79;219.9;50;4
219.9;220.15;72;1
219.9;220.15;67;2
219.9;220.15;64;3
219.9;220.15;52;4
220.15;220.24;72;1
220.15;220.24;67;2
220.15;220.24;64;3
220.15;220.24;52;4
220.24;220.74;72;1
220.24;220.99;68;2
220.24;220.99;62;3
220.24;220.99;53;4
220.74;220.99;71;1
221.24;221.33;67;2
221.33;221.56;67;2
221.56;221.81;68;2
221.81;222;68;2
222;222.25;65;2
222;222.25;68;3
222.25;222.36;65;2
222.25;222.36;68;3
222.36;223.1;80;1
222.36;222.54;62;2
222.36;222.54;65;3
222.54;222.74;62;2
222.54;222.74;65;3
222.74;222.85;59;2
222.74;222.85;62;3
222.85;223.1;59;2
222.85;223.1;62;3
223.1;223.56;79;1
223.1;223.35;60;2
223.1;223.35;63;3
223.35;223.79;75;2
223.35;223.56;60;3
223.56;224;84;1
223.56;223.79;54;3
223.79;224;75;2
223.79;224;54;3
224;224.78;84;1
224;224.78;75;2
224;224.25;55;3
224.25;224.49;55;3
224.49;224.53;67;3
224.53;224.78;67;3
224.78;225.11;86;1
224.78;225.11;77;2
224.78;225.03;55;3
225.03;225.18;55;3
225.11;225.18;83;1
225.11;225.18;74;2
225.18;225.52;84;1
225.18;225.39;72;2
225.18;225.39;60;3
225.18;225.77;79;4
225.39;225.52;55;2
225.39;225.52;64;2
225.39;225.52;48;3
225.52;225.77;55;2
225.52;225.77;64;2
225.52;225.77;48;3
225.77;225.94;55;2
225.77;225.94;64;2
225.77;225.94;48;3
225.77;225.84;81;4
225.84;225.94;79;4
225.94;226.13;55;2
225.94;226.13;64;2
225.94;226.13;48;3
225.94;226.13;78;4
226.13;226.36;55;2
226.13;226.36;64;2
226.13;226.36;48;3
226.13;226.36;79;4
226.36;226.95;76;1
226.36;226.57;55;2
226.36;226.57;64;2
226.36;226.57;48;3
226.36;227.48;79;4
226.57;226.7;55;2
226.57;226.7;64;2
226.57;226.7;48;3
226.7;226.95;55;2
226.7;226.95;64;2
226.7;226.95;48;3
226.95;226.97;77;1
226.95;227.08;55;2
226.95;227.08;64;2
226.95;227.08;48;3
226.97;227.08;76;1
227.08;227.27;74;1
227.08;227.27;55;2
227.08;227.27;64;2
227.08;227.27;48;3
227.27;227.48;72;1
227.27;227.48;55;2
227.27;227.48;64;2
227.27;227.48;48;3
227.48;227.98;71;1
227.48;228.62;55;2
227.48;228.62;65;2
227.48;228.62;50;3
227.48;228.12;79;4
228.12;228.13;81;4
228.13;228.22;79;4
228.22;228.45;78;4
228.45;228.62;79;4
228.62;229.27;77;1
228.62;229.8;59;2
228.62;229.8;50;3
228.62;229.8;55;3
228.62;229.8;79;4
229.27;229.38;79;1
229.38;229.5;77;1
229.5;229.63;76;1
229.63;229.8;74;1
229.8;230.18;73;1
229.8;230.93;58;2
229.8;230.93;52;3
229.8;230.93;55;3
229.8;230.37;79;4
230.37;230.41;81;4
230.41;230.54;79;4
230.54;230.73;78;4
230.73;230.93;79;4
230.93;231.59;82;1
230.93;232.14;55;2
230.93;232.14;67;2
230.93;232.14;52;3
230.93;232.14;82;4
231.59;231.69;81;1
231.69;231.76;79;1
231.76;231.84;77;1
231.84;231.97;76;1
231.97;232.01;74;1
232.01;232.14;73;1
232.14;232.19;74;1
232.14;232.56;57;2
232.14;232.56;53;3
232.14;232.56;81;4
232.19;232.31;69;1
232.31;232.43;70;1
232.43;232.56;73;1
232.56;232.67;74;1
232.56;232.96;65;2
232.56;232.96;69;2
232.56;232.96;62;3
232.56;232.96;53;4
232.67;232.71;76;1
232.71;232.83;77;1
232.83;232.96;76;1
232.96;233.02;74;1
233.02;233.09;69;1
233.09;233.21;70;1
233.21;233.28;73;1
233.28;233.38;74;1
233.38;233.49;76;1
233.49;233.59;77;1
233.59;233.72;76;1
233.72;233.76;74;1
233.76;233.85;69;1
233.85;233.97;71;1
233.97;234.04;73;1
234.04;234.12;74;1
234.12;234.23;76;1
234.23;234.31;77;1
234.31;234.4;76;1
234.4;234.5;74;1
234.5;234.58;69;1
234.58;234.67;70;1
234.67;234.8;73;1
234.8;234.86;74;1
234.86;234.97;76;1
234.97;235.05;77;1
235.05;235.18;76;1
235.18;235.24;74;1
235.24;235.33;69;1
235.24;235.33;57;2
235.24;235.33;57;3
235.24;235.33;45;4
235.33;235.43;70;1
235.33;235.43;59;2
235.33;235.43;59;3
235.33;235.43;47;4
235.43;235.54;73;1
235.43;235.54;61;2
235.43;235.54;61;3
235.43;235.54;49;4
235.54;235.62;74;1
235.54;235.62;62;2
235.54;235.62;62;3
235.54;235.62;50;4
235.62;235.73;76;1
235.62;235.73;64;2
235.62;235.73;64;3
235.62;235.73;52;4
235.73;235.83;77;1
235.73;235.83;65;2
235.73;235.83;65;3
235.73;235.83;53;4
235.83;235.94;79;1
235.83;235.94;67;2
235.83;235.94;67;3
235.83;235.94;55;4
235.94;236.02;81;1
235.94;236.02;69;2
235.94;236.02;69;3
235.94;236.02;57;4
236.02;236.15;79;1
236.02;236.15;67;2
236.02;236.15;67;3
236.02;236.15;55;4
236.15;236.25;77;1
236.15;236.25;65;2
236.15;236.25;65;3
236.15;236.25;53;4
236.25;236.34;76;1
236.25;236.34;64;2
236.25;236.34;64;3
236.25;236.34;52;4
236.34;236.42;74;1
236.34;236.42;62;2
236.34;236.42;62;3
236.34;236.42;50;4
236.42;236.51;72;1
236.42;236.51;60;2
236.42;236.51;60;3
236.42;236.51;48;4
236.51;236.62;71;1
236.51;236.62;57;2
236.51;236.62;59;3
236.51;236.62;47;4
236.62;236.7;69;1
236.62;236.7;59;2
236.62;236.7;57;3
236.62;236.7;45;4
236.7;237.88;67;1
236.7;237.33;55;2
236.7;237.33;55;3
236.7;237.33;43;4
237.33;237.41;57;2
237.33;237.41;57;3
237.33;237.41;45;4
237.41;237.52;59;2
237.41;237.52;59;3
237.41;237.52;47;4
237.52;237.6;60;2
237.52;237.6;60;3
237.52;237.6;48;4
237.6;237.69;62;2
237.6;237.69;62;3
237.6;237.69;50;4
237.69;237.79;64;2
237.69;237.79;64;3
237.69;237.79;52;4
237.79;237.88;66;2
237.79;237.88;66;3
237.79;237.88;54;4
237.88;237.94;74;1
237.88;238.07;67;2
237.88;238.07;67;3
237.88;238.07;55;4
237.94;238;76;1
238;238.04;74;1
238.04;238.07;76;1
238.07;238.08;74;1
238.07;238.22;71;2
238.07;238.22;65;3
238.07;238.22;55;4
238.09;238.12;76;1
238.12;238.17;74;1
238.17;238.22;76;1
238.22;238.28;74;1
238.22;238.47;71;2
238.22;238.47;65;3
238.22;238.47;55;4
238.28;238.34;76;1
238.34;238.4;74;1
238.41;238.47;76;1
238.47;238.53;74;1
238.47;238.72;71;2
238.47;238.72;65;3
238.47;238.72;55;4
238.53;238.59;76;1
238.59;238.65;74;1
238.66;238.72;76;1
238.72;238.78;74;1
238.72;238.81;71;2
238.72;238.81;65;3
238.72;238.81;55;4
238.78;238.79;76;1
238.79;238.8;74;1
238.8;238.81;76;1
238.81;238.83;74;1
238.81;239.04;71;2
238.81;239.04;65;3
238.81;239.04;55;4
238.83;238.89;76;1
238.89;238.95;72;1
238.96;239.03;74;1
239.04;239.7;72;1
239.04;239.7;72;2
239.04;239.7;64;3
239.04;239.7;48;4
239.7;240.45;60;1
239.7;240.45;55;2
239.7;240.45;52;3
240.45;240.7;59;1
240.45;240.7;55;2
240.45;240.7;50;3
240.7;240.95;59;1
240.7;240.95;55;2
240.7;240.95;50;3
240.95;241.17;65;1
240.95;241.17;62;2
240.95;241.17;59;3
241.17;241.31;65;1
241.17;241.31;62;2
241.17;241.31;59;3
241.31;241.48;64;1
241.31;241.48;60;2
241.31;241.48;60;3
241.48;241.73;64;1
241.48;241.73;60;2
241.48;241.73;60;3
241.73;241.86;69;1
241.73;241.86;60;2
241.73;241.86;53;3
241.86;242.11;69;1
241.86;242.11;60;2
241.86;242.11;53;3
242.11;242.36;67;1
242.11;242.36;60;2
242.11;242.36;52;3
242.36;242.39;67;1
242.36;242.39;60;2
242.36;242.39;52;3
242.39;242.6;72;1
242.39;242.6;67;2
242.39;242.6;64;3
242.6;242.85;72;1
242.6;242.85;67;2
242.6;242.85;64;3
242.85;243.1;71;1
242.85;243.1;65;2
242.85;243.1;62;3
243.1;243.35;71;1
243.1;243.35;65;2
243.1;243.35;62;3
243.35;243.6;77;1
243.35;243.6;62;2
243.35;243.6;59;3
243.6;243.96;77;1
243.6;243.96;62;2
243.6;243.96;59;3
245.6;246.25;76;1
245.6;246.92;72;2
245.6;246.92;67;3
245.6;246.92;60;4
246.25;246.29;77;1
