0.127709751,0.875
0.298956916,1.000
1.175510204,1.500
1.420770975,1.625
1.633015873,1.750
1.857777778,1.875
1.991111111,2.000
2.808163265,2.500
3.648435374,3.000
4.487619048,3.500
5.282539683,4.000
5.916190476,4.375
6.035736961,4.500
6.347755102,4.750
6.893424036,5.000
7.723174603,5.500
8.002539683,5.625
8.170521542,5.750
8.404172336,5.875
8.559455782,6.000
9.356190476,6.500
10.26285714,7.000
11.11619048,7.500
11.94666667,8.000
12.5939229,8.375
12.80126984,8.500
13.16190476,8.750
13.60399093,9.000
14.43410431,9.500
14.68517007,9.625
14.86512472,9.750
15.12344671,9.875
15.22412698,10.000
16.06675737,10.500
16.92734694,11.000
17.75455782,11.500
18.52952381,12.000
19.21886621,12.375
19.40571429,12.500
19.74984127,12.750
20.18975057,13.000
21.01696145,13.500
21.29560091,13.625
21.49006803,13.750
21.74548753,13.875
21.84707483,14.000
22.63510204,14.500
23.49569161,15.000
24.3446712,15.500
25.16462585,16.000
25.8060771,16.375
26.00507937,16.500
26.30603175,16.750
26.75664399,17.000
27.64825397,17.500
27.88426304,17.625
28.0584127,17.750
28.28770975,17.875
28.41251701,18.000
29.21941043,18.500
30.07854875,19.000
30.91301587,19.500
31.73151927,20.000
32.34104308,20.375
32.55292517,20.500
32.96653061,20.750
33.18421769,20.875
33.37578231,21.000
34.12897959,21.500
34.44535147,21.625
34.63256236,21.750
34.87782313,21.875
35.04326531,22.000
35.82984127,22.500
36.62077098,23.000
37.43492064,23.500
38.26358277,24.000
39.84689342,25.000
40.73015873,25.500
40.96435374,25.625
41.12399093,25.750
41.33877551,25.875
41.48680272,26.000
42.20952381,26.500
43.05414966,27.000
43.84888889,27.500
44.64471655,28.000
46.26575964,29.000
47.13269841,29.500
47.39773243,29.625
47.58639456,29.750
47.82730159,29.875
47.9724263,30.000
48.75755102,30.500
49.55138322,31.000
50.31873016,31.500
51.16807256,32.000
51.78412698,32.375
51.97714286,32.500
52.33904762,32.750
52.74267574,33.000
53.57206349,33.500
53.80952381,33.625
53.99655329,33.750
54.24761905,33.875
54.41015873,34.000
55.2,34.500
56.00072562,35.000
56.81342404,35.500
57.62031746,36.000
58.25306122,36.375
58.42285714,36.500
58.76952381,36.750
59.16444444,37.000
59.98875283,37.500
60.25142857,37.625
60.39800454,37.750
60.66938776,37.875
60.77823129,38.000
61.60979592,38.500
62.36879819,39.000
63.20761905,39.500
64.01015873,40.000
64.61968254,40.375
64.82575964,40.500
65.12326531,40.750
65.33714286,40.875
65.55428571,41.000
66.3539229,41.500
66.60643991,41.625
66.77768708,41.750
67.02294785,41.875
67.18839002,42.000
67.98512472,42.500
68.79492064,43.000
69.57278912,43.500
70.38113379,44.000
72.02104308,45.000
72.89179138,45.500
73.07464853,45.625
73.22412698,45.750
73.47664399,45.875
73.6493424,46.000
74.45188209,46.500
75.21142857,47.000
76.76952381,47.500
78.44716553,48.000
81.89714286,48.999
